Wk,Date,Rk,School,Prev,Chng,Conf
20,Final,25,Saint Mary's (CA)*,,,WCC
Wk,Date,Rk,School,Prev,Chng,Conf
18,3/4/2013,1,Gonzaga* RT,2,1,WCC
18,3/4/2013,2,Indiana* R,1,1,Big Ten
18,3/4/2013,3,Kansas* RT,5,2,Big 12
18,3/4/2013,4,Duke*,3,1,ACC
18,3/4/2013,5,Georgetown* R,8,3,Big East
18,3/4/2013,6,Louisville* RTFN,9,3,Big East
18,3/4/2013,7,Miami (FL)* RT,7,NC,ACC
18,3/4/2013,8,Michigan* F,4,4,Big Ten
18,3/4/2013,9,Florida* R,6,3,SEC
18,3/4/2013,10,Kansas State* R,13,3,Big 12
18,3/4/2013,11,New Mexico* RT,14,3,MWC
18,3/4/2013,12,Michigan State*,10,2,Big Ten
18,3/4/2013,13,Ohio State* T,15,2,Big Ten
18,3/4/2013,14,Oklahoma State*,18,4,Big 12
18,3/4/2013,15,Saint Louis* RT,19,4,A-10
18,3/4/2013,16,Syracuse* F,12,4,Big East
18,3/4/2013,17,Marquette* R,22,5,Big East
18,3/4/2013,18,Arizona*,11,7,Pac-12
18,3/4/2013,19,Virginia Commonwealth*,25,6,A-10
18,3/4/2013,20,Memphis* RT,17,3,CUSA
18,3/4/2013,21,Wisconsin*,16,5,Big Ten
18,3/4/2013,22,Pittsburgh*,,,Big East
18,3/4/2013,23,Saint Mary's (CA)*,23,NC,WCC
18,3/4/2013,24,Notre Dame*,20,4,Big East
18,3/4/2013,25,Oregon* T,,,Pac-12
Wk,Date,Rk,School,Prev,Chng,Conf
17,2/25/2013,1,Indiana* R,1,NC,Big Ten
17,2/25/2013,2,Gonzaga* RT,3,1,WCC
17,2/25/2013,3,Duke*,6,3,ACC
17,2/25/2013,4,Michigan* F,7,3,Big Ten
17,2/25/2013,5,Kansas* RT,9,4,Big 12
17,2/25/2013,6,Florida* R,4,2,SEC
17,2/25/2013,7,Miami (FL)* RT,2,5,ACC
17,2/25/2013,8,Georgetown* R,11,3,Big East
17,2/25/2013,9,Louisville* RTFN,10,1,Big East
17,2/25/2013,10,Michigan State*,5,5,Big Ten
17,2/25/2013,11,Arizona*,12,1,Pac-12
17,2/25/2013,12,Syracuse* F,8,4,Big East
17,2/25/2013,13,Kansas State* R,13,NC,Big 12
17,2/25/2013,14,New Mexico* RT,16,2,MWC
17,2/25/2013,15,Ohio State* T,18,3,Big Ten
17,2/25/2013,16,Wisconsin*,17,1,Big Ten
17,2/25/2013,17,Memphis* RT,19,2,CUSA
17,2/25/2013,18,Oklahoma State*,14,4,Big 12
17,2/25/2013,19,Saint Louis* RT,,,A-10
17,2/25/2013,20,Notre Dame*,25,5,Big East
17,2/25/2013,21,Butler*,15,6,A-10
17,2/25/2013,22,Marquette* R,20,2,Big East
17,2/25/2013,23,Saint Mary's (CA)*,,,WCC
17,2/25/2013,24,Akron* RT,,,MAC
17,2/25/2013,25,Virginia Commonwealth*,24,1,A-10
Wk,Date,Rk,School,Prev,Chng,Conf
16,2/18/2013,1,Indiana* R,2,1,Big Ten
16,2/18/2013,2,Miami (FL)* RT,4,2,ACC
16,2/18/2013,3,Gonzaga* RT,3,NC,WCC
16,2/18/2013,4,Florida* R,6,2,SEC
16,2/18/2013,5,Michigan State*,8,3,Big Ten
16,2/18/2013,6,Duke*,1,5,ACC
16,2/18/2013,7,Michigan* F,5,2,Big Ten
16,2/18/2013,8,Syracuse* F,7,1,Big East
16,2/18/2013,9,Kansas* RT,13,4,Big 12
16,2/18/2013,10,Louisville* RTFN,12,2,Big East
16,2/18/2013,11,Georgetown* R,15,4,Big East
16,2/18/2013,12,Arizona*,9,3,Pac-12
16,2/18/2013,13,Kansas State* R,11,2,Big 12
16,2/18/2013,14,Oklahoma State*,16,2,Big 12
16,2/18/2013,15,Butler*,10,5,A-10
16,2/18/2013,16,New Mexico* RT,18,2,MWC
16,2/18/2013,17,Wisconsin*,19,2,Big Ten
16,2/18/2013,18,Ohio State* T,14,4,Big Ten
16,2/18/2013,19,Memphis* RT,25,6,CUSA
16,2/18/2013,20,Marquette* R,20,NC,Big East
16,2/18/2013,21,Colorado State*,24,3,MWC
16,2/18/2013,22,Pittsburgh*,17,5,Big East
16,2/18/2013,23,Oregon* T,,,Pac-12
16,2/18/2013,24,Virginia Commonwealth*,,,A-10
16,2/18/2013,25,Notre Dame*,21,4,Big East
Wk,Date,Rk,School,Prev,Chng,Conf
15,2/11/2013,1,Duke*,4,3,ACC
15,2/11/2013,2,Indiana* R,1,1,Big Ten
15,2/11/2013,3,Gonzaga* RT,6,3,WCC
15,2/11/2013,4,Miami (FL)* RT,11,7,ACC
15,2/11/2013,5,Michigan* F,3,2,Big Ten
15,2/11/2013,6,Florida* R,2,4,SEC
15,2/11/2013,7,Syracuse* F,9,2,Big East
15,2/11/2013,8,Michigan State*,8,NC,Big Ten
15,2/11/2013,9,Arizona*,7,2,Pac-12
15,2/11/2013,10,Butler*,14,4,A-10
15,2/11/2013,11,Kansas State* R,15,4,Big 12
15,2/11/2013,12,Louisville* RTFN,12,NC,Big East
15,2/11/2013,13,Kansas* RT,5,8,Big 12
15,2/11/2013,14,Ohio State* T,10,4,Big Ten
15,2/11/2013,15,Georgetown* R,21,6,Big East
15,2/11/2013,16,Oklahoma State*,24,8,Big 12
15,2/11/2013,17,Pittsburgh*,25,8,Big East
15,2/11/2013,18,New Mexico* RT,16,2,MWC
15,2/11/2013,19,Wisconsin*,,,Big Ten
15,2/11/2013,20,Marquette* R,,,Big East
15,2/11/2013,21,Notre Dame*,,,Big East
15,2/11/2013,22,San Diego State*,25,3,MWC
15,2/11/2013,23,Creighton* RT,13,10,MVC
15,2/11/2013,24,Colorado State*,,,MWC
15,2/11/2013,25,Memphis* RT,,,CUSA
Wk,Date,Rk,School,Prev,Chng,Conf
14,2/4/2013,1,Indiana* R,3,2,Big Ten
14,2/4/2013,2,Florida* R,4,2,SEC
14,2/4/2013,3,Michigan* F,2,1,Big Ten
14,2/4/2013,4,Duke*,5,1,ACC
14,2/4/2013,5,Kansas* RT,1,4,Big 12
14,2/4/2013,6,Gonzaga* RT,7,1,WCC
14,2/4/2013,7,Arizona*,8,1,Pac-12
14,2/4/2013,8,Michigan State*,9,1,Big Ten
14,2/4/2013,9,Syracuse* F,6,3,Big East
14,2/4/2013,10,Ohio State* T,11,1,Big Ten
14,2/4/2013,11,Miami (FL)* RT,15,4,ACC
14,2/4/2013,12,Louisville* RTFN,13,1,Big East
14,2/4/2013,13,Creighton* RT,17,4,MVC
14,2/4/2013,14,Butler*,10,4,A-10
14,2/4/2013,15,Kansas State* R,21,6,Big 12
14,2/4/2013,16,New Mexico* RT,22,6,MWC
14,2/4/2013,17,Cincinnati*,23,6,Big East
14,2/4/2013,18,Minnesota*,24,6,Big Ten
14,2/4/2013,19,Oregon* T,12,7,Pac-12
14,2/4/2013,20,Missouri*,18,2,SEC
14,2/4/2013,21,Georgetown* R,,,Big East
14,2/4/2013,22,Wichita State* F,14,8,MVC
14,2/4/2013,23,Mississippi* T,16,7,SEC
14,2/4/2013,24,Oklahoma State*,,,Big 12
14,2/4/2013,25,Pittsburgh*,,,Big East
14,2/4/2013,25,San Diego State*,20,5,MWC
Wk,Date,Rk,School,Prev,Chng,Conf
13,1/28/2013,1,Kansas* RT,2,1,Big 12
13,1/28/2013,2,Michigan* F,3,1,Big Ten
13,1/28/2013,3,Indiana* R,8,5,Big Ten
13,1/28/2013,4,Florida* R,7,3,SEC
13,1/28/2013,5,Duke*,1,4,ACC
13,1/28/2013,6,Syracuse* F,4,2,Big East
13,1/28/2013,7,Gonzaga* RT,10,3,WCC
13,1/28/2013,8,Arizona*,6,2,Pac-12
13,1/28/2013,9,Michigan State*,11,2,Big Ten
13,1/28/2013,10,Butler*,9,1,A-10
13,1/28/2013,11,Ohio State* T,15,4,Big Ten
13,1/28/2013,12,Oregon* T,19,7,Pac-12
13,1/28/2013,13,Louisville* RTFN,5,8,Big East
13,1/28/2013,14,Wichita State* F,21,7,MVC
13,1/28/2013,15,Miami (FL)* RT,,,ACC
13,1/28/2013,16,Mississippi* T,24,8,SEC
13,1/28/2013,17,Creighton* RT,12,5,MVC
13,1/28/2013,18,Missouri*,22,4,SEC
13,1/28/2013,19,North Carolina State*,18,1,ACC
13,1/28/2013,20,San Diego State*,25,5,MWC
13,1/28/2013,21,Kansas State* R,13,8,Big 12
13,1/28/2013,22,New Mexico* RT,17,5,MWC
13,1/28/2013,23,Cincinnati*,20,3,Big East
13,1/28/2013,24,Minnesota*,14,10,Big Ten
13,1/28/2013,25,Marquette* R,,,Big East
Wk,Date,Rk,School,Prev,Chng,Conf
12,1/21/2013,1,Duke*,3,2,ACC
12,1/21/2013,2,Kansas* RT,4,2,Big 12
12,1/21/2013,3,Michigan* F,5,2,Big Ten
12,1/21/2013,4,Syracuse* F,6,2,Big East
12,1/21/2013,5,Louisville* RTFN,1,4,Big East
12,1/21/2013,6,Arizona*,7,1,Pac-12
12,1/21/2013,7,Florida* R,9,2,SEC
12,1/21/2013,8,Indiana* R,2,6,Big Ten
12,1/21/2013,9,Butler*,13,4,A-10
12,1/21/2013,10,Gonzaga* RT,8,2,WCC
12,1/21/2013,11,Michigan State*,17,6,Big Ten
12,1/21/2013,12,Creighton* RT,10,2,MVC
12,1/21/2013,13,Kansas State* R,18,5,Big 12
12,1/21/2013,14,Minnesota*,12,2,Big Ten
12,1/21/2013,15,Ohio State* T,11,4,Big Ten
12,1/21/2013,16,Virginia Commonwealth*,19,3,A-10
12,1/21/2013,17,New Mexico* RT,21,4,MWC
12,1/21/2013,18,North Carolina State*,15,3,ACC
12,1/21/2013,19,Oregon* T,,,Pac-12
12,1/21/2013,20,Cincinnati*,24,4,Big East
12,1/21/2013,21,Wichita State* F,,,MVC
12,1/21/2013,22,Missouri*,16,6,SEC
12,1/21/2013,23,Notre Dame*,20,3,Big East
12,1/21/2013,24,Mississippi* T,,,SEC
12,1/21/2013,25,San Diego State*,14,11,MWC
Wk,Date,Rk,School,Prev,Chng,Conf
11,1/14/2013,1,Louisville* RTFN,4,3,Big East
11,1/14/2013,2,Indiana* R,5,3,Big Ten
11,1/14/2013,3,Duke*,1,2,ACC
11,1/14/2013,4,Kansas* RT,6,2,Big 12
11,1/14/2013,5,Michigan* F,2,3,Big Ten
11,1/14/2013,6,Syracuse* F,7,1,Big East
11,1/14/2013,7,Arizona*,3,4,Pac-12
11,1/14/2013,8,Gonzaga* RT,8,NC,WCC
11,1/14/2013,9,Florida* R,9,NC,SEC
11,1/14/2013,10,Creighton* RT,11,1,MVC
11,1/14/2013,11,Ohio State* T,14,3,Big Ten
11,1/14/2013,12,Minnesota*,10,2,Big Ten
11,1/14/2013,13,Butler*,17,4,A-10
11,1/14/2013,14,San Diego State*,15,1,MWC
11,1/14/2013,15,North Carolina State*,21,6,ACC
11,1/14/2013,16,Missouri*,12,4,SEC
11,1/14/2013,17,Michigan State*,18,1,Big Ten
11,1/14/2013,18,Kansas State* R,23,5,Big 12
11,1/14/2013,19,Virginia Commonwealth*,24,5,A-10
11,1/14/2013,20,Notre Dame*,16,4,Big East
11,1/14/2013,21,New Mexico* RT,,,MWC
11,1/14/2013,22,Illinois*,13,9,Big Ten
11,1/14/2013,23,UNLV*,19,4,MWC
11,1/14/2013,24,Cincinnati*,20,4,Big East
11,1/14/2013,25,UCLA* R,,,Pac-12
Wk,Date,Rk,School,Prev,Chng,Conf
10,1/7/2013,1,Duke*,1,NC,ACC
10,1/7/2013,2,Michigan* F,2,NC,Big Ten
10,1/7/2013,3,Arizona*,3,NC,Pac-12
10,1/7/2013,4,Louisville* RTFN,4,NC,Big East
10,1/7/2013,5,Indiana* R,5,NC,Big Ten
10,1/7/2013,6,Kansas* RT,6,NC,Big 12
10,1/7/2013,7,Syracuse* F,7,NC,Big East
10,1/7/2013,8,Gonzaga* RT,10,2,WCC
10,1/7/2013,9,Florida* R,9,NC,SEC
10,1/7/2013,10,Minnesota*,13,3,Big Ten
10,1/7/2013,11,Creighton* RT,11,NC,MVC
10,1/7/2013,12,Missouri*,12,NC,SEC
10,1/7/2013,13,Illinois*,14,1,Big Ten
10,1/7/2013,14,Ohio State* T,8,6,Big Ten
10,1/7/2013,15,San Diego State*,17,2,MWC
10,1/7/2013,16,Notre Dame*,19,3,Big East
10,1/7/2013,17,Butler*,20,3,A-10
10,1/7/2013,18,Michigan State*,18,NC,Big Ten
10,1/7/2013,19,UNLV*,24,5,MWC
10,1/7/2013,20,Cincinnati*,15,5,Big East
10,1/7/2013,21,North Carolina State*,25,4,ACC
10,1/7/2013,22,Georgetown* R,16,6,Big East
10,1/7/2013,23,Kansas State* R,,,Big 12
10,1/7/2013,24,Virginia Commonwealth*,,,A-10
10,1/7/2013,25,Wyoming,,,MWC
Wk,Date,Rk,School,Prev,Chng,Conf
9,12/31/2012,1,Duke*,1,NC,ACC
9,12/31/2012,2,Michigan* F,2,NC,Big Ten
9,12/31/2012,3,Arizona*,3,NC,Pac-12
9,12/31/2012,4,Louisville* RTFN,3,1,Big East
9,12/31/2012,5,Indiana* R,5,NC,Big Ten
9,12/31/2012,6,Kansas* RT,6,NC,Big 12
9,12/31/2012,7,Syracuse* F,7,NC,Big East
9,12/31/2012,8,Ohio State* T,10,2,Big Ten
9,12/31/2012,9,Florida* R,11,2,SEC
9,12/31/2012,10,Gonzaga* RT,13,3,WCC
9,12/31/2012,11,Creighton* RT,12,1,MVC
9,12/31/2012,12,Missouri*,9,3,SEC
9,12/31/2012,13,Minnesota*,14,1,Big Ten
9,12/31/2012,14,Illinois*,15,1,Big Ten
9,12/31/2012,15,Cincinnati*,8,7,Big East
9,12/31/2012,16,Georgetown* R,18,2,Big East
9,12/31/2012,17,San Diego State*,16,1,MWC
9,12/31/2012,18,Michigan State*,19,1,Big Ten
9,12/31/2012,19,Notre Dame*,20,1,Big East
9,12/31/2012,20,Butler*,21,1,A-10
9,12/31/2012,21,Oklahoma State*,22,1,Big 12
9,12/31/2012,22,Pittsburgh*,24,2,Big East
9,12/31/2012,23,New Mexico* RT,,,MWC
9,12/31/2012,24,UNLV*,17,7,MWC
9,12/31/2012,25,North Carolina State*,25,NC,ACC
Wk,Date,Rk,School,Prev,Chng,Conf
8,12/24/2012,1,Duke*,1,NC,ACC
8,12/24/2012,2,Michigan* F,2,NC,Big Ten
8,12/24/2012,3,Arizona*,5,2,Pac-12
8,12/24/2012,3,Louisville* RTFN,4,1,Big East
8,12/24/2012,5,Indiana* R,6,1,Big Ten
8,12/24/2012,6,Kansas* RT,8,2,Big 12
8,12/24/2012,7,Syracuse* F,3,4,Big East
8,12/24/2012,8,Cincinnati*,11,3,Big East
8,12/24/2012,9,Missouri*,12,3,SEC
8,12/24/2012,10,Ohio State* T,7,3,Big Ten
8,12/24/2012,11,Florida* R,9,2,SEC
8,12/24/2012,12,Creighton* RT,13,1,MVC
8,12/24/2012,13,Gonzaga* RT,14,1,WCC
8,12/24/2012,14,Minnesota*,16,2,Big Ten
8,12/24/2012,15,Illinois*,10,5,Big Ten
8,12/24/2012,16,San Diego State*,15,1,MWC
8,12/24/2012,17,UNLV*,18,1,MWC
8,12/24/2012,18,Georgetown* R,21,3,Big East
8,12/24/2012,19,Michigan State*,19,NC,Big Ten
8,12/24/2012,20,Notre Dame*,22,2,Big East
8,12/24/2012,21,Butler*,25,4,A-10
8,12/24/2012,22,Oklahoma State*,24,2,Big 12
8,12/24/2012,23,Kentucky,23,NC,SEC
8,12/24/2012,24,Pittsburgh*,,,Big East
8,12/24/2012,25,North Carolina State*,,,ACC
Wk,Date,Rk,School,Prev,Chng,Conf
7,12/17/2012,1,Duke*,2,1,ACC
7,12/17/2012,2,Michigan* F,3,1,Big Ten
7,12/17/2012,3,Syracuse* F,4,1,Big East
7,12/17/2012,4,Louisville* RTFN,6,2,Big East
7,12/17/2012,5,Arizona*,8,3,Pac-12
7,12/17/2012,6,Indiana* R,1,5,Big Ten
7,12/17/2012,7,Ohio State* T,7,NC,Big Ten
7,12/17/2012,8,Kansas* RT,9,1,Big 12
7,12/17/2012,9,Florida* R,5,4,SEC
7,12/17/2012,10,Illinois*,10,NC,Big Ten
7,12/17/2012,11,Cincinnati*,12,1,Big East
7,12/17/2012,12,Missouri*,11,1,SEC
7,12/17/2012,13,Creighton* RT,13,NC,MVC
7,12/17/2012,14,Gonzaga* RT,14,NC,WCC
7,12/17/2012,15,San Diego State*,15,NC,MWC
7,12/17/2012,16,Minnesota*,16,NC,Big Ten
7,12/17/2012,17,New Mexico* RT,20,3,MWC
7,12/17/2012,18,UNLV*,17,1,MWC
7,12/17/2012,19,Michigan State*,19,NC,Big Ten
7,12/17/2012,19,North Carolina*,18,1,ACC
7,12/17/2012,21,Georgetown* R,21,NC,Big East
7,12/17/2012,22,Notre Dame*,24,2,Big East
7,12/17/2012,23,Kentucky,22,1,SEC
7,12/17/2012,24,Oklahoma State*,23,1,Big 12
7,12/17/2012,25,Butler*,,,A-10
Wk,Date,Rk,School,Prev,Chng,Conf
6,12/10/2012,1,Indiana* R,1,NC,Big Ten
6,12/10/2012,2,Duke*,2,NC,ACC
6,12/10/2012,3,Michigan* F,3,NC,Big Ten
6,12/10/2012,4,Syracuse* F,4,NC,Big East
6,12/10/2012,5,Florida* R,5,NC,SEC
6,12/10/2012,6,Louisville* RTFN,6,NC,Big East
6,12/10/2012,7,Ohio State* T,7,NC,Big Ten
6,12/10/2012,8,Arizona*,8,NC,Pac-12
6,12/10/2012,9,Kansas* RT,9,NC,Big 12
6,12/10/2012,10,Illinois*,14,4,Big Ten
6,12/10/2012,11,Missouri*,11,NC,SEC
6,12/10/2012,12,Cincinnati*,12,NC,Big East
6,12/10/2012,13,Creighton* RT,13,NC,MVC
6,12/10/2012,14,Gonzaga* RT,10,4,WCC
6,12/10/2012,15,San Diego State*,15,NC,MWC
6,12/10/2012,16,Minnesota*,21,5,Big Ten
6,12/10/2012,17,UNLV*,18,1,MWC
6,12/10/2012,18,North Carolina*,16,2,ACC
6,12/10/2012,19,Michigan State*,17,2,Big Ten
6,12/10/2012,20,New Mexico* RT,20,NC,MWC
6,12/10/2012,21,Georgetown* R,23,2,Big East
6,12/10/2012,22,Kentucky,19,3,SEC
6,12/10/2012,23,Oklahoma State*,22,1,Big 12
6,12/10/2012,24,Notre Dame*,25,1,Big East
6,12/10/2012,25,North Carolina State*,24,1,ACC
Wk,Date,Rk,School,Prev,Chng,Conf
5,12/3/2012,1,Indiana* R,1,NC,Big Ten
5,12/3/2012,2,Duke*,2,NC,ACC
5,12/3/2012,3,Michigan* F,3,NC,Big Ten
5,12/3/2012,4,Syracuse* F,5,1,Big East
5,12/3/2012,5,Florida* R,7,2,SEC
5,12/3/2012,6,Louisville* RTFN,6,NC,Big East
5,12/3/2012,7,Ohio State* T,4,3,Big Ten
5,12/3/2012,8,Arizona*,9,1,Pac-12
5,12/3/2012,9,Kansas* RT,10,1,Big 12
5,12/3/2012,10,Gonzaga* RT,12,2,WCC
5,12/3/2012,11,Missouri*,15,4,SEC
5,12/3/2012,12,Cincinnati*,16,4,Big East
5,12/3/2012,13,Creighton* RT,11,2,MVC
5,12/3/2012,14,Illinois*,22,8,Big Ten
5,12/3/2012,15,San Diego State*,21,6,MWC
5,12/3/2012,16,North Carolina*,13,3,ACC
5,12/3/2012,17,Michigan State*,14,3,Big Ten
5,12/3/2012,18,UNLV*,20,2,MWC
5,12/3/2012,19,Kentucky,8,11,SEC
5,12/3/2012,20,New Mexico* RT,23,3,MWC
5,12/3/2012,21,Minnesota*,,,Big Ten
5,12/3/2012,22,Oklahoma State*,17,5,Big 12
5,12/3/2012,23,Georgetown* R,25,2,Big East
5,12/3/2012,24,North Carolina State*,18,6,ACC
5,12/3/2012,25,Notre Dame*,,,Big East
Wk,Date,Rk,School,Prev,Chng,Conf
4,11/26/2012,1,Indiana* R,1,NC,Big Ten
4,11/26/2012,2,Duke*,5,3,ACC
4,11/26/2012,3,Michigan* F,4,1,Big Ten
4,11/26/2012,4,Ohio State* T,3,1,Big Ten
4,11/26/2012,5,Syracuse* F,6,1,Big East
4,11/26/2012,6,Louisville* RTFN,2,4,Big East
4,11/26/2012,7,Florida* R,8,1,SEC
4,11/26/2012,8,Kentucky,7,1,SEC
4,11/26/2012,9,Arizona*,10,1,Pac-12
4,11/26/2012,10,Kansas* RT,11,1,Big 12
4,11/26/2012,11,Creighton* RT,12,1,MVC
4,11/26/2012,12,Gonzaga* RT,16,4,WCC
4,11/26/2012,13,North Carolina*,9,4,ACC
4,11/26/2012,14,Michigan State*,19,5,Big Ten
4,11/26/2012,15,Missouri*,14,1,SEC
4,11/26/2012,16,Cincinnati*,20,4,Big East
4,11/26/2012,17,Oklahoma State*,22,5,Big 12
4,11/26/2012,18,North Carolina State*,15,3,ACC
4,11/26/2012,19,Colorado*,,,Pac-12
4,11/26/2012,20,UNLV*,18,2,MWC
4,11/26/2012,21,San Diego State*,25,4,MWC
4,11/26/2012,22,Illinois*,,,Big Ten
4,11/26/2012,23,New Mexico* RT,,,MWC
4,11/26/2012,24,UCLA* R,13,11,Pac-12
4,11/26/2012,25,Georgetown* R,,,Big East
Wk,Date,Rk,School,Prev,Chng,Conf
3,11/19/2012,1,Indiana* R,1,NC,Big Ten
3,11/19/2012,2,Louisville* RTFN,2,NC,Big East
3,11/19/2012,3,Ohio State* T,4,1,Big Ten
3,11/19/2012,4,Michigan* F,5,1,Big Ten
3,11/19/2012,5,Duke*,9,4,ACC
3,11/19/2012,6,Syracuse* F,8,2,Big East
3,11/19/2012,7,Kentucky,3,4,SEC
3,11/19/2012,8,Florida* R,10,2,SEC
3,11/19/2012,9,North Carolina*,11,2,ACC
3,11/19/2012,10,Arizona*,12,2,Pac-12
3,11/19/2012,11,Kansas* RT,7,4,Big 12
3,11/19/2012,12,Creighton* RT,13,1,MVC
3,11/19/2012,13,UCLA* R,14,1,Pac-12
3,11/19/2012,14,Missouri*,15,1,SEC
3,11/19/2012,15,North Carolina State*,6,9,ACC
3,11/19/2012,16,Gonzaga* RT,19,3,WCC
3,11/19/2012,17,Memphis* RT,16,1,CUSA
3,11/19/2012,18,UNLV*,18,NC,MWC
3,11/19/2012,19,Michigan State*,22,3,Big Ten
3,11/19/2012,20,Cincinnati*,24,4,Big East
3,11/19/2012,21,Baylor,17,4,Big 12
3,11/19/2012,22,Oklahoma State*,,,Big 12
3,11/19/2012,23,Connecticut,,,Big East
3,11/19/2012,24,Wisconsin*,20,4,Big Ten
3,11/19/2012,25,San Diego State*,23,2,MWC
Wk,Date,Rk,School,Prev,Chng,Conf
2,11/12/2012,1,Indiana* R,1,NC,Big Ten
2,11/12/2012,2,Louisville* RTFN,2,NC,Big East
2,11/12/2012,3,Kentucky,3,NC,SEC
2,11/12/2012,4,Ohio State* T,4,NC,Big Ten
2,11/12/2012,5,Michigan* F,5,NC,Big Ten
2,11/12/2012,6,North Carolina State*,6,NC,ACC
2,11/12/2012,7,Kansas* RT,7,NC,Big 12
2,11/12/2012,8,Syracuse* F,9,1,Big East
2,11/12/2012,9,Duke*,8,1,ACC
2,11/12/2012,10,Florida* R,10,NC,SEC
2,11/12/2012,11,North Carolina*,12,1,ACC
2,11/12/2012,12,Arizona*,11,1,Pac-12
2,11/12/2012,13,Creighton* RT,15,2,MVC
2,11/12/2012,14,UCLA* R,13,1,Pac-12
2,11/12/2012,15,Missouri*,17,2,SEC
2,11/12/2012,16,Memphis* RT,16,NC,CUSA
2,11/12/2012,17,Baylor,18,1,Big 12
2,11/12/2012,18,UNLV*,19,1,MWC
2,11/12/2012,19,Gonzaga* RT,22,3,WCC
2,11/12/2012,20,Wisconsin*,21,1,Big Ten
2,11/12/2012,21,Notre Dame*,23,2,Big East
2,11/12/2012,22,Michigan State*,14,8,Big Ten
2,11/12/2012,23,San Diego State*,20,3,MWC
2,11/12/2012,24,Cincinnati*,,,Big East
2,11/12/2012,25,Texas,24,1,Big 12
Wk,Date,Rk,School,Prev,Chng,Conf
1,Preseason,1,Indiana* R,NA,—,Big Ten
1,Preseason,2,Louisville* RTFN,NA,—,Big East
1,Preseason,3,Kentucky,NA,—,SEC
1,Preseason,4,Ohio State* T,NA,—,Big Ten
1,Preseason,5,Michigan* F,NA,—,Big Ten
1,Preseason,6,North Carolina State*,NA,—,ACC
1,Preseason,7,Kansas* RT,NA,—,Big 12
1,Preseason,8,Duke*,NA,—,ACC
1,Preseason,9,Syracuse* F,NA,—,Big East
1,Preseason,10,Florida* R,NA,—,SEC
1,Preseason,11,Arizona*,NA,—,Pac-12
1,Preseason,12,North Carolina*,NA,—,ACC
1,Preseason,13,UCLA* R,NA,—,Pac-12
1,Preseason,14,Michigan State*,NA,—,Big Ten
1,Preseason,15,Creighton* RT,NA,—,MVC
1,Preseason,16,Memphis* RT,NA,—,CUSA
1,Preseason,17,Missouri*,NA,—,SEC
1,Preseason,18,Baylor,NA,—,Big 12
1,Preseason,19,UNLV*,NA,—,MWC
1,Preseason,20,San Diego State*,NA,—,MWC
1,Preseason,21,Wisconsin*,NA,—,Big Ten
1,Preseason,22,Gonzaga* RT,NA,—,WCC
1,Preseason,23,Notre Dame*,NA,—,Big East
1,Preseason,24,Florida State,NA,—,ACC
1,Preseason,24,Texas,NA,—,Big 12
